Company,0
Aave,0.004548675388197389
Algorand,0.0038065682622862394
Aptos,0.0022603452092440036
Arbitrum,0.0006432892358198768
Avalanche,0.004228424261493196
BNB,0.0030214093278019285
Bitcoin,0.0030788490931670472
Bitcoin Cash,0.00244288708466339
Cardano,0.0035209397332689736
Celo,0.002146881554804289
Chainlink,0.0030516633276534274
Cosmos,0.0005262261323118595
Cronos,0.0034247991546493667
Dash,0.0014988137686251022
Decentraland,0.0020590909536325327
Dogecoin,0.004776072213080387
EOS,0.0015857225273691639
Ethereum,0.0020311870191189038
Ethereum Classic,0.001738400550260685
Fantom,0.004443446161020583
Filecoin,0.002040237121512145
Hedera,0.005777377901000735
IOTA,0.002788826256880589
Internet Computer,0.003905792833581693
Kusama,0.0033838241516371634
Lido DAO,0.0017908026860235782
Litecoin,0.0016428320535830955
Maker,0.0008727332926143051
Monero,0.0013017066385632371
Neo,0.0026897338335125486
Polkadot,0.0019859872298685585
Polygon,0.000578459100137192
Shiba Inu,0.004279748322503701
Smooth Love Potion,0.0037510721971846543
Solana,0.005862304336431784
Stellar,0.003458206425167711
Sui,0.051017447700806205
TRON,0.0032219415956847943
Tether,-4.5847858362981255e-06
Tezos,0.0024522098663299617
Toncoin,0.002955641608619416
UNUS SED LEO,0.002197274425034665
USD Coin,-2.593816247989899e-07
Uniswap,0.003918140457137779
VeChain,0.003162320915789929
Wrapped Bitcoin,0.003062046823882571
XRP,0.0038553221594341525
Zcash,0.0026671152375665258
yearn.finance,0.0019318730269657727
