Company,Adani Enterprises,Adani Green Energy,Adani Ports,Apollo Hospitals,Asian Paints,Axis Bank,Bajaj Auto,Bajaj Finance,Bajaj Finserv,Bharat Petroleum,Bharti Airtel,Britannia Industries,Cipla,Coal India,Divi's Laboratories,Dr. Reddy's Laboratories,Eicher Motors,Grasim Industries,HCL Technologies,HDFC Bank,HDFC Life Insurance,Hero MotoCorp,Hindalco Industries,Hindustan Unilever,ICICI Bank,ITC,IndusInd Bank,Infosys,JSW Steel,Kotak Mahindra Bank,Larsen & Toubro,Mahindra & Mahindra,Maruti Suzuki,NTPC,Nestle India,Oil & Natural Gas Corporation,Power Grid Corporation,Reliance Industries,SBI Life Insurance,Shree Cement,State Bank of India,Sun Pharmaceutical,Tata Consultancy Services,Tata Motors,Tata Steel,Tech Mahindra,Titan Company,UPL,UltraTech Cement,Wipro
Maruti Suzuki,0.00010574648323440674,7.807116942271817e-05,8.526413797647707e-05,2.714243701036264e-05,3.5932165968428685e-05,4.334222003272364e-05,6.930097102897141e-05,5.6091982360686465e-05,5.8829889325916405e-05,5.156391313092535e-05,4.8610540667366527e-05,2.5274281452116644e-05,1.684470324752716e-05,5.556380978520326e-05,3.055520946809888e-05,1.5688346509929666e-05,8.078631180653759e-05,4.876151830618664e-05,3.0351084472410737e-05,2.6748966951927903e-05,4.2662687827384194e-05,6.0686080162315115e-05,5.017107067749471e-05,2.8924164040568624e-05,3.132884290276262e-05,4.049438904185958e-05,7.166857460045137e-05,2.2287282106650793e-05,5.7090198412917495e-05,3.6071300617778386e-05,4.817282891338378e-05,9.174095944905068e-05,0.0001620287868993464,5.9597695061348225e-05,3.451078440890746e-05,6.401712886546636e-05,5.131495452547806e-05,4.964905889001467e-05,5.095765970814817e-05,4.156504015680299e-05,5.380114024909883e-05,2.6948622041429965e-05,2.4592369441634407e-05,7.849950559129787e-05,6.920429778262612e-05,3.052703239994135e-05,5.556063813318598e-05,5.976455376674433e-05,5.304434979876241e-05,3.369044757225991e-05
NTPC,0.0002216152107077599,0.0001873339908038223,0.00021990947378127125,4.1418628071150524e-05,4.378812078020356e-05,7.805537217395212e-05,6.0677532577683955e-05,7.25698508952477e-05,7.681587163932248e-05,0.0001683582755724431,5.8982326881248e-05,8.73494816383127e-06,3.265827382171912e-05,0.00018211256954318863,3.575100933490882e-05,3.842842335848561e-05,7.121703888354174e-05,8.867204989729487e-05,3.186063813242567e-05,6.524204458111386e-05,5.040513912498358e-05,5.4172545941535986e-05,0.00011098652376677183,-9.639465120574642e-08,5.746489845426378e-05,3.735110449775539e-05,0.00011438788393740178,2.8520655133049015e-05,0.00011978791305113924,5.531231947953545e-05,0.00012460314500821297,9.184178029930479e-05,5.9597695061348225e-05,0.0002966377109724646,1.8305657685279706e-05,0.0001937296456224359,0.000185107615328123,9.966340145732215e-05,5.4757675476499405e-05,6.419666156031168e-05,0.00014267345896841181,3.9421047895692763e-05,1.8135116594849476e-05,0.00011450953925496673,0.00014670074389084184,4.459291659066803e-05,6.737076165151101e-05,0.0001023368934550726,9.301396581480933e-05,5.648369834446462e-05
Nestle India,3.411426290183532e-05,2.736902855871228e-05,2.3511514702166107e-05,3.449106985569293e-05,4.524170510785602e-05,1.7223063105396374e-05,3.8074933530656615e-05,3.750481338009879e-05,3.3684535696123926e-05,2.6101639373381624e-05,2.15199682184948e-05,6.656090049571025e-05,1.7091461350909298e-05,2.775621623949462e-05,2.1996076152524686e-05,2.472077574252129e-05,3.1406355872023e-05,3.90460386643709e-05,2.6546476165096745e-05,8.983252102452048e-06,2.5161739669491247e-05,4.2946600311891395e-05,2.857732840732015e-05,6.314261652384813e-05,1.2898810145964871e-05,4.689919330113012e-05,3.900232469384804e-05,1.2062333957005778e-05,3.135199804016849e-05,2.3177697895119155e-05,2.088472008391916e-05,4.837105367256426e-05,3.451078440890746e-05,1.8305657685279706e-05,0.0001326598504948633,2.3059443563549915e-05,2.8135648088212908e-05,3.334767921509552e-05,3.2935670858085936e-05,2.105665991248245e-05,1.5619947147060117e-05,1.9499650493622598e-05,2.373298941236977e-05,3.3589182989749445e-05,2.409682993103765e-05,1.9769165092056088e-05,4.444287413829884e-05,4.565505419188049e-05,3.396315277487265e-05,2.696611509582453e-05
Oil & Natural Gas Corporation,0.0002037374907695635,0.00021037569153797337,0.00020319711005224505,4.212633027982824e-05,2.8801444443986406e-05,7.649575670492882e-05,6.001837979875805e-05,7.491268425563564e-05,7.465633427952779e-05,0.00019154694415063337,6.823563450349742e-05,4.276079991158827e-06,2.3143050106683293e-05,0.00020316596888698038,4.397305283028214e-05,3.8577084660025884e-05,7.143217550970276e-05,8.431774609266994e-05,4.6236305300668565e-05,5.7569579842420136e-05,5.377941293359893e-05,6.766751014247538e-05,0.00014025343840340908,9.570766162677904e-06,5.327440371832415e-05,3.407125516959633e-05,0.00010273966192353333,5.063390014772009e-05,0.00011628068058220641,5.0884376405862075e-05,0.0001367504722346855,9.243517775565368e-05,6.401712886546636e-05,0.0001937296456224359,2.3059443563549915e-05,0.00036518292964755384,0.00015630852135365463,0.00011932434579229355,6.660130528351937e-05,4.3558586807603626e-05,0.0001480175912561968,3.88575746283711e-05,4.292421590798749e-05,0.000134672385346993,0.00014645078020813227,6.734755634009708e-05,5.362928438372038e-05,0.0001083188947559264,8.647737785538032e-05,8.394878788420223e-05
Power Grid Corporation,0.0001518453942010322,0.00016031698600985805,0.00018041086664477064,5.132624718233487e-05,2.909470081413912e-05,5.271763664724058e-05,4.992993837630021e-05,4.63107073794715e-05,5.429915273391603e-05,0.000157002466283137,4.891587513502338e-05,-1.3115502502874353e-07,3.51319830987255e-05,0.00014713602918482775,2.9365718575131063e-05,3.616791189039983e-05,5.256327799343318e-05,7.689962872195695e-05,2.3475621645934542e-05,5.145132467470721e-05,2.801953003433534e-05,5.448949101269281e-05,9.617733030011923e-05,1.2035511964224585e-06,4.450973907182422e-05,2.589582022970418e-05,8.557971810651342e-05,1.5239159919854822e-05,9.613623916469815e-05,4.312346386535489e-05,0.0001054420394034787,8.16144715734668e-05,5.131495452547806e-05,0.000185107615328123,2.8135648088212908e-05,0.00015630852135365463,0.0002883350983647556,8.238350289368928e-05,3.823587429884887e-05,3.991393569114691e-05,0.00011620703455293974,4.044319643851816e-05,1.8363167655640852e-05,9.821268602558732e-05,0.00011956523470703466,3.372672998480762e-05,5.1512357807203406e-05,7.641824359196793e-05,7.528549713359629e-05,4.509224167818657e-05
Reliance Industries,0.0001616027589464552,0.00010914354054985433,0.00013977672304736375,3.789036775475008e-05,4.365738462136514e-05,6.946282698215048e-05,4.2732154880886325e-05,6.782629598447323e-05,6.287297893778659e-05,9.720178104760218e-05,5.383725444848035e-05,2.354469495196986e-05,2.0990258838876694e-05,0.00010180230421969216,3.114687705946599e-05,2.909937645989089e-05,6.106125732431923e-05,6.801122833659107e-05,4.5646805314894065e-05,5.36980590291528e-05,4.7909410887960596e-05,4.364257246141926e-05,8.178325969330274e-05,2.5964242022811955e-05,5.677178904243898e-05,4.74113924226866e-05,8.821881951450956e-05,4.302426672795624e-05,7.565254690272612e-05,5.587728521335003e-05,8.634966611040128e-05,6.941373873123353e-05,4.964905889001467e-05,9.966340145732215e-05,3.334767921509552e-05,0.00011932434579229355,8.238350289368928e-05,0.00016349931484078167,5.393394588361168e-05,3.884904463292244e-05,0.00010082971206943965,3.3339885185638026e-05,3.902585958987896e-05,7.418884408950537e-05,8.774978161895566e-05,4.5570879947989886e-05,4.744578899533529e-05,7.140360209052779e-05,7.03074499940612e-05,6.656368540770704e-05
SBI Life Insurance,0.00014723733510040284,7.198458898402067e-05,0.00012738889547143407,3.2324560537950214e-05,3.169156919830283e-05,4.298729076809033e-05,4.3770482361041845e-05,6.928630492652643e-05,8.395597075568606e-05,6.123376735904886e-05,4.5834410892486616e-05,1.3278491347609444e-05,3.12412436096862e-05,6.706983619135164e-05,2.554502876595907e-05,3.222926948485881e-05,5.98129657470713e-05,5.0267890898728296e-05,3.8319322542387774e-05,3.66285592732751e-05,0.00013955691093895474,4.69041238218425e-05,6.041621417179332e-05,3.802221774438524e-05,3.230702263975944e-05,1.878476016700495e-05,7.374349863699828e-05,3.589497293159017e-05,5.283987154353118e-05,4.25337634731332e-05,6.298696888140822e-05,6.208434549807118e-05,5.095765970814817e-05,5.4757675476499405e-05,3.2935670858085936e-05,6.660130528351937e-05,3.823587429884887e-05,5.393394588361168e-05,0.00020886305972384842,2.5822288652367184e-05,7.02788366126616e-05,3.385117628253701e-05,3.457896272566738e-05,6.272346087562471e-05,5.66042263065048e-05,3.6559735162504935e-05,4.956736466909345e-05,6.331496000068421e-05,4.665794414093813e-05,4.944273394992128e-05
Shree Cement,9.611708143812162e-05,9.666353897919152e-05,8.851767962493946e-05,3.297312141832512e-05,2.758101208639994e-05,3.524410295543776e-05,3.127799042429825e-05,5.004268751746005e-05,4.875302049868546e-05,4.4955930624947166e-05,3.3433655267327964e-05,2.2688497946631692e-05,1.6557935851815812e-05,4.75411497295579e-05,3.033800476592957e-05,1.3868666014267462e-05,4.9527247969340294e-05,7.54606242965606e-05,3.056474652273093e-05,2.9465031369930518e-05,3.592488424334153e-05,4.479060628556468e-05,3.63658993979975e-05,1.6537160565052537e-05,4.035837982597265e-05,2.9510810084800578e-05,3.766795939528512e-05,3.1332761364699474e-05,5.648081398570065e-05,3.507308124023268e-05,4.172667908922439e-05,4.817972096995361e-05,4.156504015680299e-05,6.419666156031168e-05,2.105665991248245e-05,4.3558586807603626e-05,3.991393569114691e-05,3.884904463292244e-05,2.5822288652367184e-05,0.00022095423202276728,4.2124438175747997e-05,1.9754712509570862e-05,2.2330310397267915e-05,4.0841629389356954e-05,6.243733162269268e-05,4.185338425621036e-05,3.78377996285554e-05,6.397287946300415e-05,9.782028351239804e-05,4.084210412512071e-05
State Bank of India,0.0002572295344238608,0.0001759918431682617,0.00023509164731167276,3.9244496885854537e-05,2.5017179265535807e-05,0.00010571634107432471,3.7883336063258835e-05,8.714977085662924e-05,9.517421420678987e-05,0.00014349140919766925,5.238057488658276e-05,6.981072443639647e-06,1.5566599361684666e-05,0.00013293479976347723,1.526122798463829e-05,2.1924790530999005e-05,7.038187847167084e-05,8.830087063010243e-05,3.696928489011756e-05,7.038170269675373e-05,6.346376174052341e-05,5.186497033263087e-05,9.180375470065244e-05,4.9605256879366845e-06,9.040295585169721e-05,4.2540069292859085e-05,0.00013137546666109926,3.2578620729361485e-05,8.788834770302602e-05,6.782883630681568e-05,0.0001054316948616798,9.01355879912416e-05,5.380114024909883e-05,0.00014267345896841181,1.5619947147060117e-05,0.0001480175912561968,0.00011620703455293974,0.00010082971206943965,7.02788366126616e-05,4.2124438175747997e-05,0.0002522052568897217,2.589861045533411e-05,3.1725943723499675e-05,9.09178670781587e-05,0.00010802304100171546,3.4777349614201646e-05,5.352160420283963e-05,8.59350548155228e-05,8.080096561979006e-05,6.313072481044268e-05
Sun Pharmaceutical,6.45740070848359e-05,6.680131712476763e-05,6.899674516530748e-05,4.6337307557039346e-05,2.4977304404721256e-05,1.2854415214107436e-05,3.2709460843222884e-05,2.681855084745663e-05,2.966999630523434e-05,4.432126768060071e-05,3.5023378015617553e-05,2.3310030971180392e-05,6.280532730669961e-05,4.306101011590842e-05,5.301257047570846e-05,5.418809463335323e-05,3.030933312146549e-05,3.946346729144338e-05,2.1665034848252278e-05,1.3229903454005553e-05,2.8905382964887167e-05,3.6776813903242046e-05,4.997390198431867e-05,1.1595666105118342e-05,1.5809043347338933e-05,2.4749387495462292e-05,3.085472683768602e-05,2.5271485639510342e-05,3.74012152148148e-05,1.8255063515159516e-05,3.091376577267484e-05,5.247590161906741e-05,2.6948622041429965e-05,3.9421047895692763e-05,1.9499650493622598e-05,3.88575746283711e-05,4.044319643851816e-05,3.3339885185638026e-05,3.385117628253701e-05,1.9754712509570862e-05,2.589861045533411e-05,0.00013019757121105692,2.4291434156048974e-05,5.1145667622271864e-05,4.323650541996551e-05,3.327411269520669e-05,3.304178252954228e-05,3.183224824687449e-05,3.628498306596637e-05,3.8724764723047646e-05
Tata Consultancy Services,4.900096336934726e-05,9.34595204487895e-06,3.8977026060002554e-05,1.9596224358576283e-05,2.5352260531997198e-05,2.2961883684162855e-05,1.3991278873142674e-05,3.9412028031391256e-05,4.295834423625851e-05,3.361195679678954e-05,3.405537615112073e-05,2.251716122591702e-05,1.880942871690591e-05,2.6928661861909036e-05,2.797954817580779e-05,2.8557650702778892e-05,3.0164972494441646e-05,3.1417706545625e-05,0.000114243008169161,2.0035696551881492e-05,2.149481001490259e-05,2.7478987555011627e-05,4.162966966552494e-05,2.866974467067739e-05,2.6155384960602183e-05,2.14547975867653e-05,2.8083250260508326e-05,0.0001311891077806822,3.827081566818674e-05,1.8356871913613177e-05,4.382532301897191e-05,4.417720240897971e-05,2.4592369441634407e-05,1.8135116594849476e-05,2.373298941236977e-05,4.292421590798749e-05,1.8363167655640852e-05,3.902585958987896e-05,3.457896272566738e-05,2.2330310397267915e-05,3.1725943723499675e-05,2.4291434156048974e-05,0.00016239120861212514,4.9495261428956194e-05,4.137346469148798e-05,0.00011829688137802831,2.502362891440317e-05,4.033124801424741e-05,3.218471083951225e-05,0.00012002782516682573
Tata Motors,0.000150059639055379,0.0001353502003960865,0.00012426703435850075,5.1807287206623895e-05,2.1633568460103874e-05,5.6537112156222546e-05,8.944390796105622e-05,4.856758425407942e-05,7.529112041384989e-05,0.00012392237197126287,4.620713027729344e-05,1.577591029035639e-05,2.5171328094165826e-05,0.00011520640237072313,3.5806894463101957e-05,3.929105009012085e-05,7.909257532025137e-05,6.985417100571221e-05,5.2576633614745936e-05,4.006847213318481e-05,6.094265943385268e-05,7.839263051842639e-05,0.00010578493028131033,2.3695107958205925e-05,3.0444763112762216e-05,3.8239219364298134e-05,9.942957495527379e-05,4.49179815667584e-05,9.249061863141335e-05,3.919805235355653e-05,8.507334158067682e-05,0.00012474884466929964,7.849950559129787e-05,0.00011450953925496673,3.3589182989749445e-05,0.000134672385346993,9.821268602558732e-05,7.418884408950537e-05,6.272346087562471e-05,4.0841629389356954e-05,9.09178670781587e-05,5.1145667622271864e-05,4.9495261428956194e-05,0.0003051392407466773,0.0001250283945098499,6.02177347685586e-05,6.216072820513356e-05,7.030348886410078e-05,8.463512630607144e-05,7.819718542059665e-05
Tata Steel,0.00015295180983243895,0.00015652472567089973,0.00014805890295550514,5.0437940489939466e-05,3.759761973867697e-05,7.340051169701435e-05,7.367824639408262e-05,7.724404361356792e-05,8.52780764224326e-05,0.00012265331755370658,6.162399085346342e-05,1.0974417416608296e-05,3.4561275443450834e-05,0.00015483789513699494,6.544372162540969e-05,4.146385641396219e-05,7.615749438182447e-05,9.514096840772204e-05,5.179899515645412e-05,7.244307985682369e-05,6.0906926631036465e-05,7.342613674517162e-05,0.00020361378796677693,1.3763117682653353e-05,5.442553614305719e-05,4.341988019809842e-05,0.00010296862891790881,4.507197416464718e-05,0.00018355081251889176,5.2499474014930965e-05,0.00010835421623823697,0.00010481136117845072,6.920429778262612e-05,0.00014670074389084184,2.409682993103765e-05,0.00014645078020813227,0.00011956523470703466,8.774978161895566e-05,5.66042263065048e-05,6.243733162269268e-05,0.00010802304100171546,4.323650541996551e-05,4.137346469148798e-05,0.0001250283945098499,0.00027052869453457316,6.844473517188342e-05,5.551588418846182e-05,0.00013039151671945774,9.217014733780024e-05,8.463673204969112e-05
Tech Mahindra,8.002645296018837e-05,5.3727243534334005e-05,6.126934367194756e-05,4.8494992158059344e-05,2.8511723110611383e-05,2.2233721843670234e-05,1.805553140162299e-05,4.779081153425785e-05,4.59246969799688e-05,4.832513669155338e-05,5.2926542793132206e-05,2.087526650509317e-05,1.7892692583920323e-05,4.938814902217597e-05,5.484108894329151e-05,3.442304405058667e-05,4.6269476244023276e-05,4.240835626253967e-05,0.00012110798986026554,3.762512020193893e-05,3.396776323461294e-05,3.315217745855339e-05,6.502288849190107e-05,2.3128511121098885e-05,2.8515000939155157e-05,2.63481703573527e-05,2.6743148047517833e-05,0.00014496702332797415,5.983265171463448e-05,3.7591435975243225e-05,4.5409594933124214e-05,5.936733811190888e-05,3.052703239994135e-05,4.459291659066803e-05,1.9769165092056088e-05,6.734755634009708e-05,3.372672998480762e-05,4.5570879947989886e-05,3.6559735162504935e-05,4.185338425621036e-05,3.4777349614201646e-05,3.327411269520669e-05,0.00011829688137802831,6.02177347685586e-05,6.844473517188342e-05,0.00025791802599022136,4.179882161998946e-05,6.585569969395731e-05,4.681560390784169e-05,0.00015223151897526986
Titan Company,9.570232467503784e-05,4.1738874088726325e-05,9.630637733565679e-05,4.25204196864227e-05,4.954448171762164e-05,3.047571868514286e-05,4.614753579127145e-05,6.774643637794261e-05,7.428070243537851e-05,5.984692447923404e-05,4.325973908826872e-05,1.4422795943567103e-05,1.8227515269260724e-05,5.634864218664664e-05,1.3982084716985901e-05,1.9946451315202307e-05,5.6632772914418065e-05,6.250051944647962e-05,3.7344094812014095e-05,2.9346616364071957e-05,4.6245456559634305e-05,5.8892851598398575e-05,4.5102971830077535e-05,3.403894407843159e-05,2.420894369379496e-05,4.095557928021579e-05,5.59561716080314e-05,3.586388990510316e-05,5.633718476641345e-05,2.963023149826521e-05,4.466957076644393e-05,7.093431905627071e-05,5.556063813318598e-05,6.737076165151101e-05,4.444287413829884e-05,5.362928438372038e-05,5.1512357807203406e-05,4.744578899533529e-05,4.956736466909345e-05,3.78377996285554e-05,5.352160420283963e-05,3.304178252954228e-05,2.502362891440317e-05,6.216072820513356e-05,5.551588418846182e-05,4.179882161998946e-05,0.00017741368182401044,6.80574019521413e-05,6.150875438093417e-05,4.858295374199306e-05
UPL,0.0001856017697991209,0.0001049116214976554,0.000141936722645735,6.382172912877676e-05,6.239643795294144e-05,6.268412171722003e-05,6.143441920238686e-05,8.897361253725419e-05,8.115795219899062e-05,8.367890165632197e-05,5.497226605432457e-05,2.4892416627861806e-05,3.8525934607929725e-05,0.00010818448120533677,6.713987819493085e-05,3.5028724874446475e-05,7.400193732300957e-05,8.116072513115891e-05,4.888622167653809e-05,6.1949402985379e-05,7.128054030771707e-05,6.576754789900019e-05,0.00010799113217698117,2.2976730637108745e-05,4.412655121384187e-05,4.1541828268129885e-05,8.977133208884948e-05,4.369802028861949e-05,0.00011147198317033828,4.8561978591649403e-05,8.105867802562677e-05,7.40547575380536e-05,5.976455376674433e-05,0.0001023368934550726,4.565505419188049e-05,0.0001083188947559264,7.641824359196793e-05,7.140360209052779e-05,6.331496000068421e-05,6.397287946300415e-05,8.59350548155228e-05,3.183224824687449e-05,4.033124801424741e-05,7.030348886410078e-05,0.00013039151671945774,6.585569969395731e-05,6.80574019521413e-05,0.0002894259218054995,7.694733171926044e-05,7.546757583566626e-05
UltraTech Cement,0.0001266788335674817,9.895509651297126e-05,0.0001220531440295939,5.1563946024413904e-05,3.866917882473991e-05,5.791903499393251e-05,5.2240254917925434e-05,7.361488570258518e-05,7.093831297669544e-05,8.789540078395131e-05,4.6346786306244305e-05,2.351443551889872e-05,2.5379231828279693e-05,7.364503980829229e-05,4.2685884088916566e-05,3.676150997598424e-05,5.7848647916275365e-05,0.00010821626061537621,4.09313862122016e-05,5.265299565639659e-05,4.808688480261565e-05,5.871418000467597e-05,6.572399716083228e-05,2.4654927372771316e-05,5.486858735434059e-05,3.373300539050034e-05,7.311241949723202e-05,4.273701505893684e-05,9.391088117907333e-05,5.335267548479744e-05,8.211775604440705e-05,9.566942927277894e-05,5.304434979876241e-05,9.301396581480933e-05,3.396315277487265e-05,8.647737785538032e-05,7.528549713359629e-05,7.03074499940612e-05,4.665794414093813e-05,9.782028351239804e-05,8.080096561979006e-05,3.628498306596637e-05,3.218471083951225e-05,8.463512630607144e-05,9.217014733780024e-05,4.681560390784169e-05,6.150875438093417e-05,7.694733171926044e-05,0.00019375737788045606,6.126804597539645e-05
Wipro,8.877349044868412e-05,5.140468610125797e-05,8.315957083043675e-05,4.5292746756294834e-05,2.465219651869517e-05,4.072753896068037e-05,2.4451103905653504e-05,6.464040466369706e-05,6.763408156804673e-05,5.758508283439614e-05,5.2023761459192344e-05,2.7260185222600932e-05,2.623165656517498e-05,6.789348431122427e-05,5.74916296416637e-05,4.8169364750803345e-05,5.749752041261156e-05,5.8546571002664197e-05,0.00012698444948778547,4.7057652341376196e-05,3.96429349713318e-05,4.858410062243085e-05,7.90681222669598e-05,2.783630833461306e-05,4.364604084600434e-05,3.310987966339592e-05,6.078057184537354e-05,0.00013786854792553502,7.991983948803791e-05,5.86093710994631e-05,6.647164895091252e-05,7.915980591891654e-05,3.369044757225991e-05,5.648369834446462e-05,2.696611509582453e-05,8.394878788420223e-05,4.509224167818657e-05,6.656368540770704e-05,4.944273394992128e-05,4.084210412512071e-05,6.313072481044268e-05,3.8724764723047646e-05,0.00012002782516682573,7.819718542059665e-05,8.463673204969112e-05,0.00015223151897526986,4.858295374199306e-05,7.546757583566626e-05,6.126804597539645e-05,0.00025205786881000785
